Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Sex,Sex Code,Age Groups,Age Groups Code,Year,Year Code,Count,Population,Crude Rate
Pancreas,21100,Arkansas,5,Female,F,55-59 years,55-59,2018,2018,22,101612,21.7
Pancreas,21100,Arkansas,5,Female,F,55-59 years,55-59,2019,2019,21,101899,20.6
Pancreas,21100,Arkansas,5,Female,F,60-64 years ,60-64,2011,2011,20,90976,22
Pancreas,21100,Arkansas,5,Female,F,60-64 years ,60-64,2012,2012,22,89711,24.5
Pancreas,21100,Arkansas,5,Female,F,60-64 years ,60-64,2013,2013,32,90316,35.4
Pancreas,21100,Arkansas,5,Female,F,60-64 years ,60-64,2014,2014,16,91466,17.5
Pancreas,21100,Arkansas,5,Female,F,60-64 years ,60-64,2015,2015,26,93122,27.9
Pancreas,21100,Arkansas,5,Female,F,60-64 years ,60-64,2016,2016,29,94796,30.6
Pancreas,21100,Arkansas,5,Female,F,60-64 years ,60-64,2017,2017,21,96682,21.7
Pancreas,21100,Arkansas,5,Female,F,60-64 years ,60-64,2018,2018,26,97622,26.6
Pancreas,21100,Arkansas,5,Female,F,60-64 years ,60-64,2019,2019,35,98274,35.6
Pancreas,21100,Arkansas,5,Female,F,65-69 years,65-69,2010,2010,20,70545,28.4
Pancreas,21100,Arkansas,5,Female,F,65-69 years,65-69,2011,2011,24,71072,33.8
Pancreas,21100,Arkansas,5,Female,F,65-69 years,65-69,2012,2012,32,75831,42.2
Pancreas,21100,Arkansas,5,Female,F,65-69 years,65-69,2013,2013,35,77928,44.9
Pancreas,21100,Arkansas,5,Female,F,65-69 years,65-69,2014,2014,24,80723,29.7
Pancreas,21100,Arkansas,5,Female,F,65-69 years,65-69,2015,2015,30,83129,36.1
Pancreas,21100,Arkansas,5,Female,F,65-69 years,65-69,2016,2016,30,86360,34.7
Pancreas,21100,Arkansas,5,Female,F,65-69 years,65-69,2017,2017,34,85329,39.8
Pancreas,21100,Arkansas,5,Female,F,65-69 years,65-69,2018,2018,33,86261,38.3
Pancreas,21100,Arkansas,5,Female,F,65-69 years,65-69,2019,2019,30,87677,34.2
Pancreas,21100,Arkansas,5,Female,F,70-74 years,70-74,2010,2010,29,54363,53.3
Pancreas,21100,Arkansas,5,Female,F,70-74 years,70-74,2011,2011,19,55843,34
Pancreas,21100,Arkansas,5,Female,F,70-74 years,70-74,2012,2012,32,58008,55.2
Pancreas,21100,Arkansas,5,Female,F,70-74 years,70-74,2013,2013,29,60558,47.9
Pancreas,21100,Arkansas,5,Female,F,70-74 years,70-74,2014,2014,22,62523,35.2
Pancreas,21100,Arkansas,5,Female,F,70-74 years,70-74,2015,2015,33,63989,51.6
Pancreas,21100,Arkansas,5,Female,F,70-74 years,70-74,2016,2016,24,64537,37.2
Pancreas,21100,Arkansas,5,Female,F,70-74 years,70-74,2017,2017,34,69089,49.2
Pancreas,21100,Arkansas,5,Female,F,70-74 years,70-74,2018,2018,29,71161,40.8
Pancreas,21100,Arkansas,5,Female,F,70-74 years,70-74,2019,2019,38,74020,51.3
Pancreas,21100,Arkansas,5,Female,F,75-79 years,75-79,2010,2010,29,43875,66.1
Pancreas,21100,Arkansas,5,Female,F,75-79 years,75-79,2011,2011,26,44112,58.9
Pancreas,21100,Arkansas,5,Female,F,75-79 years,75-79,2012,2012,19,44074,43.1
Pancreas,21100,Arkansas,5,Female,F,75-79 years,75-79,2013,2013,26,44818,58
Pancreas,21100,Arkansas,5,Female,F,75-79 years,75-79,2014,2014,33,45749,72.1
Pancreas,21100,Arkansas,5,Female,F,75-79 years,75-79,2015,2015,22,46604,47.2
Pancreas,21100,Arkansas,5,Female,F,75-79 years,75-79,2016,2016,33,48041,68.7
Pancreas,21100,Arkansas,5,Female,F,75-79 years,75-79,2017,2017,47,49835,94.3
Pancreas,21100,Arkansas,5,Female,F,75-79 years,75-79,2018,2018,32,52169,61.3
Pancreas,21100,Arkansas,5,Female,F,75-79 years,75-79,2019,2019,39,54046,72.2
Pancreas,21100,Arkansas,5,Female,F,80-84 years,80-84,2010,2010,27,33906,79.6
Pancreas,21100,Arkansas,5,Female,F,80-84 years,80-84,2011,2011,26,33966,76.5
Pancreas,21100,Arkansas,5,Female,F,80-84 years,80-84,2012,2012,29,33943,85.4
Pancreas,21100,Arkansas,5,Female,F,80-84 years,80-84,2013,2013,32,33874,94.5
Pancreas,21100,Arkansas,5,Female,F,80-84 years,80-84,2014,2014,26,33982,76.5
Pancreas,21100,Arkansas,5,Female,F,80-84 years,80-84,2015,2015,29,34187,84.8
Pancreas,21100,Arkansas,5,Female,F,80-84 years,80-84,2016,2016,25,34273,72.9
Pancreas,21100,Arkansas,5,Female,F,80-84 years,80-84,2017,2017,31,34426,90
Pancreas,21100,Arkansas,5,Female,F,80-84 years,80-84,2018,2018,26,35193,73.9
Pancreas,21100,Arkansas,5,Female,F,80-84 years,80-84,2019,2019,21,36023,58.3
Pancreas,21100,Arkansas,5,Female,F,85+ years,85+,2010,2010,30,35063,85.6
Pancreas,21100,Arkansas,5,Female,F,85+ years,85+,2011,2011,32,35445,90.3
Pancreas,21100,Arkansas,5,Female,F,85+ years,85+,2012,2012,30,35864,83.6
Pancreas,21100,Arkansas,5,Female,F,85+ years,85+,2013,2013,40,36084,110.9
Pancreas,21100,Arkansas,5,Female,F,85+ years,85+,2014,2014,32,36642,87.3
Pancreas,21100,Arkansas,5,Female,F,85+ years,85+,2015,2015,35,37112,94.3
Pancreas,21100,Arkansas,5,Female,F,85+ years,85+,2016,2016,41,37705,108.7
Pancreas,21100,Arkansas,5,Female,F,85+ years,85+,2017,2017,24,38062,63.1
Pancreas,21100,Arkansas,5,Female,F,85+ years,85+,2018,2018,30,38386,78.2
Pancreas,21100,Arkansas,5,Female,F,85+ years,85+,2019,2019,26,38752,67.1
Pancreas,21100,Arkansas,5,Male,M,< 1 year,1,2010,2010,0,19610,0
Pancreas,21100,Arkansas,5,Male,M,< 1 year,1,2011,2011,0,19483,0
Pancreas,21100,Arkansas,5,Male,M,< 1 year,1,2012,2012,0,19760,0
Pancreas,21100,Arkansas,5,Male,M,< 1 year,1,2013,2013,0,19325,0
Pancreas,21100,Arkansas,5,Male,M,< 1 year,1,2014,2014,0,19422,0
Pancreas,21100,Arkansas,5,Male,M,< 1 year,1,2015,2015,0,19776,0
Pancreas,21100,Arkansas,5,Male,M,< 1 year,1,2016,2016,0,19739,0
Pancreas,21100,Arkansas,5,Male,M,< 1 year,1,2017,2017,0,19127,0
Pancreas,21100,Arkansas,5,Male,M,< 1 year,1,2018,2018,0,18946,0
Pancreas,21100,Arkansas,5,Male,M,< 1 year,1,2019,2019,0,18561,0
Pancreas,21100,Arkansas,5,Male,M,1-4 years,4-Jan,2010,2010,0,81185,0
Pancreas,21100,Arkansas,5,Male,M,1-4 years,4-Jan,2011,2011,0,80792,0
Pancreas,21100,Arkansas,5,Male,M,1-4 years,4-Jan,2012,2012,0,79677,0
Pancreas,21100,Arkansas,5,Male,M,1-4 years,4-Jan,2013,2013,0,78857,0
Pancreas,21100,Arkansas,5,Male,M,1-4 years,4-Jan,2014,2014,0,78629,0
Pancreas,21100,Arkansas,5,Male,M,1-4 years,4-Jan,2015,2015,0,78472,0
Pancreas,21100,Arkansas,5,Male,M,1-4 years,4-Jan,2016,2016,0,78877,0
Pancreas,21100,Arkansas,5,Male,M,1-4 years,4-Jan,2017,2017,0,79010,0
Pancreas,21100,Arkansas,5,Male,M,1-4 years,4-Jan,2018,2018,0,78768,0
Pancreas,21100,Arkansas,5,Male,M,1-4 years,4-Jan,2019,2019,0,78150,0
Pancreas,21100,Arkansas,5,Male,M,5-9 years,9-May,2010,2010,0,100790,0
Pancreas,21100,Arkansas,5,Male,M,5-9 years,9-May,2011,2011,0,100834,0
Pancreas,21100,Arkansas,5,Male,M,5-9 years,9-May,2012,2012,0,102157,0
Pancreas,21100,Arkansas,5,Male,M,5-9 years,9-May,2013,2013,0,102402,0
Pancreas,21100,Arkansas,5,Male,M,5-9 years,9-May,2014,2014,0,101563,0
Pancreas,21100,Arkansas,5,Male,M,5-9 years,9-May,2015,2015,0,101115,0
Pancreas,21100,Arkansas,5,Male,M,5-9 years,9-May,2016,2016,0,100538,0
Pancreas,21100,Arkansas,5,Male,M,5-9 years,9-May,2017,2017,0,100064,0
Pancreas,21100,Arkansas,5,Male,M,5-9 years,9-May,2018,2018,0,98979,0
Pancreas,21100,Arkansas,5,Male,M,5-9 years,9-May,2019,2019,0,99024,0
Pancreas,21100,Arkansas,5,Male,M,10-14 years,14-Oct,2010,2010,0,101208,0
Pancreas,21100,Arkansas,5,Male,M,10-14 years,14-Oct,2011,2011,0,101966,0
Pancreas,21100,Arkansas,5,Male,M,10-14 years,14-Oct,2012,2012,0,101740,0
Pancreas,21100,Arkansas,5,Male,M,10-14 years,14-Oct,2013,2013,0,101497,0
Pancreas,21100,Arkansas,5,Male,M,10-14 years,14-Oct,2014,2014,0,101504,0
Pancreas,21100,Arkansas,5,Male,M,10-14 years,14-Oct,2015,2015,0,101096,0
Pancreas,21100,Arkansas,5,Male,M,10-14 years,14-Oct,2016,2016,0,100956,0
Pancreas,21100,Arkansas,5,Male,M,10-14 years,14-Oct,2017,2017,0,102124,0
Pancreas,21100,Arkansas,5,Male,M,10-14 years,14-Oct,2018,2018,0,102693,0
Pancreas,21100,Arkansas,5,Male,M,10-14 years,14-Oct,2019,2019,0,102623,0
Pancreas,21100,Arkansas,5,Male,M,15-19 years,15-19,2010,2010,0,104020,0
Pancreas,21100,Arkansas,5,Male,M,15-19 years,15-19,2011,2011,0,102500,0
Pancreas,21100,Arkansas,5,Male,M,15-19 years,15-19,2012,2012,0,101234,0
Pancreas,21100,Arkansas,5,Male,M,15-19 years,15-19,2014,2014,0,100634,0
Pancreas,21100,Arkansas,5,Male,M,15-19 years,15-19,2015,2015,0,101258,0
Pancreas,21100,Arkansas,5,Male,M,15-19 years,15-19,2016,2016,0,101656,0
Pancreas,21100,Arkansas,5,Male,M,15-19 years,15-19,2017,2017,0,101281,0
Pancreas,21100,Arkansas,5,Male,M,15-19 years,15-19,2018,2018,0,101424,0
Pancreas,21100,Arkansas,5,Male,M,15-19 years,15-19,2019,2019,0,101152,0
Pancreas,21100,Arkansas,5,Male,M,20-24 years,20-24,2010,2010,0,101761,0
Pancreas,21100,Arkansas,5,Male,M,20-24 years,20-24,2011,2011,0,105221,0
Pancreas,21100,Arkansas,5,Male,M,20-24 years,20-24,2012,2012,0,107073,0
Pancreas,21100,Arkansas,5,Male,M,20-24 years,20-24,2013,2013,0,108029,0
Pancreas,21100,Arkansas,5,Male,M,20-24 years,20-24,2014,2014,0,108044,0
Pancreas,21100,Arkansas,5,Male,M,20-24 years,20-24,2015,2015,0,106725,0
Pancreas,21100,Arkansas,5,Male,M,20-24 years,20-24,2016,2016,0,104684,0
Pancreas,21100,Arkansas,5,Male,M,20-24 years,20-24,2017,2017,0,103310,0
Pancreas,21100,Arkansas,5,Male,M,20-24 years,20-24,2018,2018,0,102448,0
Pancreas,21100,Arkansas,5,Male,M,20-24 years,20-24,2019,2019,0,101697,0
Pancreas,21100,Arkansas,5,Male,M,25-29 years,25-29,2010,2010,0,96222,0
Pancreas,21100,Arkansas,5,Male,M,25-29 years,25-29,2011,2011,0,96164,0
Pancreas,21100,Arkansas,5,Male,M,25-29 years,25-29,2012,2012,0,96034,0
Pancreas,21100,Arkansas,5,Male,M,25-29 years,25-29,2014,2014,0,96625,0
Pancreas,21100,Arkansas,5,Male,M,25-29 years,25-29,2015,2015,0,98844,0
Pancreas,21100,Arkansas,5,Male,M,25-29 years,25-29,2016,2016,0,101701,0
Pancreas,21100,Arkansas,5,Male,M,25-29 years,25-29,2017,2017,0,103771,0
Pancreas,21100,Arkansas,5,Male,M,25-29 years,25-29,2018,2018,0,104118,0
Pancreas,21100,Arkansas,5,Male,M,25-29 years,25-29,2019,2019,0,103991,0
Pancreas,21100,Arkansas,5,Male,M,30-34 years,30-34,2011,2011,0,94846,0
Pancreas,21100,Arkansas,5,Male,M,30-34 years,30-34,2012,2012,0,96245,0
Pancreas,21100,Arkansas,5,Male,M,30-34 years,30-34,2013,2013,0,97016,0
Pancreas,21100,Arkansas,5,Male,M,30-34 years,30-34,2015,2015,0,96020,0
Pancreas,21100,Arkansas,5,Male,M,30-34 years,30-34,2017,2017,0,95130,0
Pancreas,21100,Arkansas,5,Male,M,35-39 years,35-39,2010,2010,0,91206,0
Pancreas,21100,Arkansas,5,Male,M,35-39 years,35-39,2011,2011,0,89512,0
Pancreas,21100,Arkansas,5,Male,M,35-39 years,35-39,2013,2013,0,88945,0
Pancreas,21100,Arkansas,5,Male,M,35-39 years,35-39,2015,2015,0,91583,0
Pancreas,21100,Arkansas,5,Male,M,35-39 years,35-39,2017,2017,0,95063,0
Pancreas,21100,Arkansas,5,Male,M,35-39 years,35-39,2019,2019,0,95989,0
Pancreas,21100,Arkansas,5,Male,M,40-44 years,40-44,2019,2019,0,88338,0
Pancreas,21100,Arkansas,5,Male,M,50-54 years,50-54,2011,2011,20,100170,20
Pancreas,21100,Arkansas,5,Male,M,50-54 years,50-54,2013,2013,21,100065,21
Pancreas,21100,Arkansas,5,Male,M,50-54 years,50-54,2015,2015,16,98573,16.2
Pancreas,21100,Arkansas,5,Male,M,50-54 years,50-54,2016,2016,18,96191,18.7
Pancreas,21100,Arkansas,5,Male,M,50-54 years,50-54,2017,2017,16,93341,17.1
Pancreas,21100,Arkansas,5,Male,M,55-59 years,55-59,2010,2010,22,89405,24.6
Pancreas,21100,Arkansas,5,Male,M,55-59 years,55-59,2011,2011,22,90911,24.2
Pancreas,21100,Arkansas,5,Male,M,55-59 years,55-59,2012,2012,27,92216,29.3
Pancreas,21100,Arkansas,5,Male,M,55-59 years,55-59,2013,2013,27,93179,29
Pancreas,21100,Arkansas,5,Male,M,55-59 years,55-59,2014,2014,26,94097,27.6
Pancreas,21100,Arkansas,5,Male,M,55-59 years,55-59,2015,2015,25,95199,26.3
Pancreas,21100,Arkansas,5,Male,M,55-59 years,55-59,2016,2016,26,96176,27
Pancreas,21100,Arkansas,5,Male,M,55-59 years,55-59,2017,2017,23,96290,23.9
Pancreas,21100,Arkansas,5,Male,M,55-59 years,55-59,2018,2018,33,96504,34.2
Pancreas,21100,Arkansas,5,Male,M,55-59 years,55-59,2019,2019,28,96217,29.1
Pancreas,21100,Arkansas,5,Male,M,60-64 years ,60-64,2010,2010,32,80925,39.5
Pancreas,21100,Arkansas,5,Male,M,60-64 years ,60-64,2011,2011,30,83863,35.8
Pancreas,21100,Arkansas,5,Male,M,60-64 years ,60-64,2012,2012,32,82441,38.8
Pancreas,21100,Arkansas,5,Male,M,60-64 years ,60-64,2013,2013,43,82440,52.2
Pancreas,21100,Arkansas,5,Male,M,60-64 years ,60-64,2014,2014,32,83211,38.5
Pancreas,21100,Arkansas,5,Male,M,60-64 years ,60-64,2015,2015,30,84331,35.6
Pancreas,21100,Arkansas,5,Male,M,60-64 years ,60-64,2016,2016,41,85584,47.9
Pancreas,21100,Arkansas,5,Male,M,60-64 years ,60-64,2017,2017,41,87238,47
Pancreas,21100,Arkansas,5,Male,M,60-64 years ,60-64,2018,2018,37,88381,41.9
Pancreas,21100,Arkansas,5,Male,M,60-64 years ,60-64,2019,2019,44,89601,49.1
Pancreas,21100,Arkansas,5,Male,M,65-69 years,65-69,2010,2010,20,63131,31.7
Pancreas,21100,Arkansas,5,Male,M,65-69 years,65-69,2011,2011,32,63908,50.1
Pancreas,21100,Arkansas,5,Male,M,65-69 years,65-69,2012,2012,36,68290,52.7
Pancreas,21100,Arkansas,5,Male,M,65-69 years,65-69,2013,2013,29,70345,41.2
Pancreas,21100,Arkansas,5,Male,M,65-69 years,65-69,2014,2014,29,72430,40
Pancreas,21100,Arkansas,5,Male,M,65-69 years,65-69,2015,2015,41,74591,55
Pancreas,21100,Arkansas,5,Male,M,65-69 years,65-69,2016,2016,40,76957,52
Pancreas,21100,Arkansas,5,Male,M,65-69 years,65-69,2017,2017,48,75755,63.4
Pancreas,21100,Arkansas,5,Male,M,65-69 years,65-69,2018,2018,50,75986,65.8
Pancreas,21100,Arkansas,5,Male,M,65-69 years,65-69,2019,2019,48,77133,62.2
Pancreas,21100,Arkansas,5,Male,M,70-74 years,70-74,2010,2010,34,47438,71.7
Pancreas,21100,Arkansas,5,Male,M,70-74 years,70-74,2011,2011,22,48481,45.4
Pancreas,21100,Arkansas,5,Male,M,70-74 years,70-74,2012,2012,27,50026,54
Pancreas,21100,Arkansas,5,Male,M,70-74 years,70-74,2013,2013,34,52199,65.1
Pancreas,21100,Arkansas,5,Male,M,70-74 years,70-74,2014,2014,46,54002,85.2
Pancreas,21100,Arkansas,5,Male,M,70-74 years,70-74,2015,2015,38,54900,69.2
Pancreas,21100,Arkansas,5,Male,M,70-74 years,70-74,2016,2016,44,55496,79.3
Pancreas,21100,Arkansas,5,Male,M,70-74 years,70-74,2017,2017,47,59650,78.8
Pancreas,21100,Arkansas,5,Male,M,70-74 years,70-74,2018,2018,39,61760,63.1
Pancreas,21100,Arkansas,5,Male,M,70-74 years,70-74,2019,2019,61,63870,95.5
Pancreas,21100,Arkansas,5,Male,M,75-79 years,75-79,2010,2010,28,34082,82.2
Pancreas,21100,Arkansas,5,Male,M,75-79 years,75-79,2011,2011,29,34869,83.2
Pancreas,21100,Arkansas,5,Male,M,75-79 years,75-79,2012,2012,25,35633,70.2
Pancreas,21100,Arkansas,5,Male,M,75-79 years,75-79,2013,2013,34,36312,93.6
Pancreas,21100,Arkansas,5,Male,M,75-79 years,75-79,2014,2014,34,37291,91.2
Pancreas,21100,Arkansas,5,Male,M,75-79 years,75-79,2015,2015,26,38299,67.9
Pancreas,21100,Arkansas,5,Male,M,75-79 years,75-79,2016,2016,25,39235,63.7
Pancreas,21100,Arkansas,5,Male,M,75-79 years,75-79,2017,2017,42,40430,103.9
Pancreas,21100,Arkansas,5,Male,M,75-79 years,75-79,2018,2018,37,42280,87.5
Pancreas,21100,Arkansas,5,Male,M,75-79 years,75-79,2019,2019,37,43754,84.6
Pancreas,21100,Arkansas,5,Male,M,80-84 years,80-84,2010,2010,28,22459,124.7
Pancreas,21100,Arkansas,5,Male,M,80-84 years,80-84,2011,2011,21,22633,92.8
Pancreas,21100,Arkansas,5,Male,M,80-84 years,80-84,2012,2012,21,22832,92
Pancreas,21100,Arkansas,5,Male,M,80-84 years,80-84,2013,2013,24,23274,103.1
Pancreas,21100,Arkansas,5,Male,M,80-84 years,80-84,2014,2014,22,23590,93.3
Pancreas,21100,Arkansas,5,Male,M,80-84 years,80-84,2015,2015,26,24294,107
Pancreas,21100,Arkansas,5,Male,M,80-84 years,80-84,2017,2017,26,25597,101.6
Pancreas,21100,Arkansas,5,Male,M,80-84 years,80-84,2018,2018,32,26071,122.7
Pancreas,21100,Arkansas,5,Male,M,80-84 years,80-84,2019,2019,28,27013,103.7
Pancreas,21100,Arkansas,5,Male,M,85+ years,85+,2011,2011,20,17260,115.9
Pancreas,21100,Arkansas,5,Male,M,85+ years,85+,2013,2013,18,18214,98.8
Pancreas,21100,Arkansas,5,Male,M,85+ years,85+,2014,2014,22,18762,117.3
Pancreas,21100,Arkansas,5,Male,M,85+ years,85+,2016,2016,21,20080,104.6
Pancreas,21100,Arkansas,5,Male,M,85+ years,85+,2017,2017,24,20542,116.8
Pancreas,21100,California,6,Female,F,< 1 year,1,2010,2010,0,242623,0
Pancreas,21100,California,6,Female,F,< 1 year,1,2011,2011,0,248279,0
Pancreas,21100,California,6,Female,F,< 1 year,1,2012,2012,0,242648,0
Pancreas,21100,California,6,Female,F,< 1 year,1,2013,2013,0,244251,0
Pancreas,21100,California,6,Female,F,< 1 year,1,2014,2014,0,243286,0
Pancreas,21100,California,6,Female,F,< 1 year,1,2015,2015,0,243885,0
Pancreas,21100,California,6,Female,F,< 1 year,1,2016,2016,0,238766,0
Pancreas,21100,California,6,Female,F,< 1 year,1,2018,2018,0,225639,0
Pancreas,21100,California,6,Female,F,< 1 year,1,2019,2019,0,220984,0
Pancreas,21100,California,6,Female,F,1-4 years,4-Jan,2010,2010,0,994131,0
Pancreas,21100,California,6,Female,F,1-4 years,4-Jan,2011,2011,0,990084,0
Pancreas,21100,California,6,Female,F,1-4 years,4-Jan,2012,2012,0,986949,0
Pancreas,21100,California,6,Female,F,1-4 years,4-Jan,2013,2013,0,979281,0
Pancreas,21100,California,6,Female,F,1-4 years,4-Jan,2014,2014,0,981530,0
Pancreas,21100,California,6,Female,F,1-4 years,4-Jan,2015,2015,0,981237,0
Pancreas,21100,California,6,Female,F,1-4 years,4-Jan,2016,2016,0,975147,0
Pancreas,21100,California,6,Female,F,1-4 years,4-Jan,2017,2017,0,968504,0
Pancreas,21100,California,6,Female,F,1-4 years,4-Jan,2018,2018,0,957727,0
Pancreas,21100,California,6,Female,F,1-4 years,4-Jan,2019,2019,0,936578,0
Pancreas,21100,California,6,Female,F,5-9 years,9-May,2011,2011,0,1230163,0
Pancreas,21100,California,6,Female,F,5-9 years,9-May,2012,2012,0,1242056,0
Pancreas,21100,California,6,Female,F,5-9 years,9-May,2013,2013,0,1250085,0
Pancreas,21100,California,6,Female,F,5-9 years,9-May,2016,2016,0,1240699,0
Pancreas,21100,California,6,Female,F,5-9 years,9-May,2017,2017,0,1229113,0
Pancreas,21100,California,6,Female,F,10-14 years,14-Oct,2010,2010,0,1262193,0
Pancreas,21100,California,6,Female,F,10-14 years,14-Oct,2012,2012,0,1241524,0
Pancreas,21100,California,6,Female,F,10-14 years,14-Oct,2014,2014,0,1237322,0
Pancreas,21100,California,6,Female,F,10-14 years,14-Oct,2017,2017,0,1243634,0
Pancreas,21100,California,6,Female,F,20-24 years,20-24,2012,2012,0,1404292,0
Pancreas,21100,California,6,Female,F,35-39 years,35-39,2015,2015,19,1285959,1.5
Pancreas,21100,California,6,Female,F,35-39 years,35-39,2016,2016,23,1309598,1.8
Pancreas,21100,California,6,Female,F,35-39 years,35-39,2017,2017,24,1331430,1.8
Pancreas,21100,California,6,Female,F,35-39 years,35-39,2018,2018,19,1352266,1.4
Pancreas,21100,California,6,Female,F,40-44 years,40-44,2010,2010,30,1298180,2.3
Pancreas,21100,California,6,Female,F,40-44 years,40-44,2011,2011,32,1312082,2.4
Pancreas,21100,California,6,Female,F,40-44 years,40-44,2012,2012,25,1314812,1.9
Pancreas,21100,California,6,Female,F,40-44 years,40-44,2013,2013,30,1309145,2.3
Pancreas,21100,California,6,Female,F,40-44 years,40-44,2014,2014,18,1294088,1.4
Pancreas,21100,California,6,Female,F,40-44 years,40-44,2015,2015,37,1272557,2.9
Pancreas,21100,California,6,Female,F,40-44 years,40-44,2016,2016,37,1250810,3
Pancreas,21100,California,6,Female,F,40-44 years,40-44,2017,2017,31,1244954,2.5
Pancreas,21100,California,6,Female,F,40-44 years,40-44,2018,2018,36,1242502,2.9
Pancreas,21100,California,6,Female,F,40-44 years,40-44,2019,2019,29,1243104,2.3
Pancreas,21100,California,6,Female,F,45-49 years,45-49,2010,2010,52,1343732,3.9
Pancreas,21100,California,6,Female,F,45-49 years,45-49,2011,2011,58,1323676,4.4
Pancreas,21100,California,6,Female,F,45-49 years,45-49,2012,2012,61,1303771,4.7
Pancreas,21100,California,6,Female,F,45-49 years,45-49,2013,2013,54,1286423,4.2
Pancreas,21100,California,6,Female,F,45-49 years,45-49,2014,2014,52,1275686,4.1
Pancreas,21100,California,6,Female,F,45-49 years,45-49,2015,2015,65,1282999,5.1
Pancreas,21100,California,6,Female,F,45-49 years,45-49,2016,2016,63,1294397,4.9
Pancreas,21100,California,6,Female,F,45-49 years,45-49,2017,2017,60,1293576,4.6
Pancreas,21100,California,6,Female,F,45-49 years,45-49,2018,2018,61,1282226,4.8
Pancreas,21100,California,6,Female,F,45-49 years,45-49,2019,2019,62,1259963,4.9
Pancreas,21100,California,6,Female,F,50-54 years,50-54,2010,2010,103,1300326,7.9
Pancreas,21100,California,6,Female,F,50-54 years,50-54,2011,2011,97,1314888,7.4
Pancreas,21100,California,6,Female,F,50-54 years,50-54,2012,2012,99,1320332,7.5
Pancreas,21100,California,6,Female,F,50-54 years,50-54,2013,2013,94,1326266,7.1
Pancreas,21100,California,6,Female,F,50-54 years,50-54,2014,2014,113,1331192,8.5
Pancreas,21100,California,6,Female,F,50-54 years,50-54,2015,2015,122,1318739,9.3
Pancreas,21100,California,6,Female,F,50-54 years,50-54,2016,2016,99,1295773,7.6
Pancreas,21100,California,6,Female,F,50-54 years,50-54,2017,2017,88,1273169,6.9
Pancreas,21100,California,6,Female,F,50-54 years,50-54,2018,2018,117,1251079,9.4
Pancreas,21100,California,6,Female,F,50-54 years,50-54,2019,2019,113,1233458,9.2
Pancreas,21100,California,6,Female,F,55-59 years,55-59,2010,2010,153,1142103,13.4
Pancreas,21100,California,6,Female,F,55-59 years,55-59,2011,2011,169,1173452,14.4
Pancreas,21100,California,6,Female,F,55-59 years,55-59,2012,2012,162,1205936,13.4
Pancreas,21100,California,6,Female,F,55-59 years,55-59,2013,2013,192,1230134,15.6
Pancreas,21100,California,6,Female,F,55-59 years,55-59,2014,2014,206,1246720,16.5
Pancreas,21100,California,6,Female,F,55-59 years,55-59,2015,2015,190,1264906,15
Pancreas,21100,California,6,Female,F,55-59 years,55-59,2016,2016,205,1276583,16.1
Pancreas,21100,California,6,Female,F,55-59 years,55-59,2017,2017,173,1277874,13.5
Pancreas,21100,California,6,Female,F,55-59 years,55-59,2018,2018,186,1277279,14.6
Pancreas,21100,California,6,Female,F,55-59 years,55-59,2019,2019,200,1273574,15.7
Pancreas,21100,California,6,Female,F,60-64 years ,60-64,2010,2010,243,963380,25.2
Pancreas,21100,California,6,Female,F,60-64 years ,60-64,2011,2011,236,1010108,23.4
Pancreas,21100,California,6,Female,F,60-64 years ,60-64,2012,2012,262,1018310,25.7
Pancreas,21100,California,6,Female,F,60-64 years ,60-64,2013,2013,270,1041883,25.9
Pancreas,21100,California,6,Female,F,60-64 years ,60-64,2014,2014,252,1070653,23.5
Pancreas,21100,California,6,Female,F,60-64 years ,60-64,2015,2015,292,1100236,26.5
Pancreas,21100,California,6,Female,F,60-64 years ,60-64,2016,2016,273,1126478,24.2
Pancreas,21100,California,6,Female,F,60-64 years ,60-64,2017,2017,298,1152632,25.9
Pancreas,21100,California,6,Female,F,60-64 years ,60-64,2018,2018,270,1168986,23.1
Pancreas,21100,California,6,Female,F,60-64 years ,60-64,2019,2019,291,1176111,24.7
Pancreas,21100,California,6,Female,F,65-69 years,65-69,2010,2010,267,699662,38.2
Pancreas,21100,California,6,Female,F,65-69 years,65-69,2011,2011,257,726574,35.4
Pancreas,21100,California,6,Female,F,65-69 years,65-69,2012,2012,301,788278,38.2
Pancreas,21100,California,6,Female,F,65-69 years,65-69,2013,2013,285,828989,34.4
Pancreas,21100,California,6,Female,F,65-69 years,65-69,2014,2014,319,872319,36.6
Pancreas,21100,California,6,Female,F,65-69 years,65-69,2015,2015,347,916285,37.9
Pancreas,21100,California,6,Female,F,65-69 years,65-69,2016,2016,369,957518,38.5
Pancreas,21100,California,6,Female,F,65-69 years,65-69,2017,2017,378,961994,39.3
Pancreas,21100,California,6,Female,F,65-69 years,65-69,2018,2018,392,978836,40
Pancreas,21100,California,6,Female,F,65-69 years,65-69,2019,2019,382,998753,38.2
Pancreas,21100,California,6,Female,F,70-74 years,70-74,2010,2010,280,531730,52.7
Pancreas,21100,California,6,Female,F,70-74 years,70-74,2011,2011,293,547978,53.5
Pancreas,21100,California,6,Female,F,70-74 years,70-74,2012,2012,285,569653,50
Pancreas,21100,California,6,Female,F,70-74 years,70-74,2013,2013,275,600867,45.8
Pancreas,21100,California,6,Female,F,70-74 years,70-74,2014,2014,314,629185,49.9
