Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Sex,Sex Code,Age Groups,Age Groups Code,Year,Year Code,Count,Population,Crude Rate
Pancreas,21100,Alabama,1,Female,F,< 1 year,1,2010,2010,0,29108,0
Pancreas,21100,Alabama,1,Female,F,< 1 year,1,2011,2011,0,28735,0
Pancreas,21100,Alabama,1,Female,F,< 1 year,1,2012,2012,0,28794,0
Pancreas,21100,Alabama,1,Female,F,< 1 year,1,2013,2013,0,28219,0
Pancreas,21100,Alabama,1,Female,F,< 1 year,1,2014,2014,0,28610,0
Pancreas,21100,Alabama,1,Female,F,< 1 year,1,2015,2015,0,29097,0
Pancreas,21100,Alabama,1,Female,F,< 1 year,1,2017,2017,0,28391,0
Pancreas,21100,Alabama,1,Female,F,< 1 year,1,2018,2018,0,28404,0
Pancreas,21100,Alabama,1,Female,F,< 1 year,1,2019,2019,0,27728,0
Pancreas,21100,Alabama,1,Female,F,1-4 years,4-Jan,2010,2010,0,120139,0
Pancreas,21100,Alabama,1,Female,F,1-4 years,4-Jan,2011,2011,0,119517,0
Pancreas,21100,Alabama,1,Female,F,1-4 years,4-Jan,2012,2012,0,117864,0
Pancreas,21100,Alabama,1,Female,F,1-4 years,4-Jan,2013,2013,0,116391,0
Pancreas,21100,Alabama,1,Female,F,1-4 years,4-Jan,2014,2014,0,115379,0
Pancreas,21100,Alabama,1,Female,F,1-4 years,4-Jan,2015,2015,0,115150,0
Pancreas,21100,Alabama,1,Female,F,1-4 years,4-Jan,2016,2016,0,115805,0
Pancreas,21100,Alabama,1,Female,F,1-4 years,4-Jan,2017,2017,0,116247,0
Pancreas,21100,Alabama,1,Female,F,1-4 years,4-Jan,2018,2018,0,116436,0
Pancreas,21100,Alabama,1,Female,F,1-4 years,4-Jan,2019,2019,0,116456,0
Pancreas,21100,Alabama,1,Female,F,5-9 years,9-May,2010,2010,0,150475,0
Pancreas,21100,Alabama,1,Female,F,5-9 years,9-May,2011,2011,0,149411,0
Pancreas,21100,Alabama,1,Female,F,5-9 years,9-May,2012,2012,0,149767,0
Pancreas,21100,Alabama,1,Female,F,5-9 years,9-May,2013,2013,0,150451,0
Pancreas,21100,Alabama,1,Female,F,5-9 years,9-May,2014,2014,0,150220,0
Pancreas,21100,Alabama,1,Female,F,5-9 years,9-May,2015,2015,0,149875,0
Pancreas,21100,Alabama,1,Female,F,5-9 years,9-May,2016,2016,0,149083,0
Pancreas,21100,Alabama,1,Female,F,5-9 years,9-May,2018,2018,0,146109,0
Pancreas,21100,Alabama,1,Female,F,5-9 years,9-May,2019,2019,0,146176,0
Pancreas,21100,Alabama,1,Female,F,10-14 years,14-Oct,2010,2010,0,156518,0
Pancreas,21100,Alabama,1,Female,F,10-14 years,14-Oct,2011,2011,0,157359,0
Pancreas,21100,Alabama,1,Female,F,10-14 years,14-Oct,2012,2012,0,156811,0
Pancreas,21100,Alabama,1,Female,F,10-14 years,14-Oct,2013,2013,0,155509,0
Pancreas,21100,Alabama,1,Female,F,10-14 years,14-Oct,2014,2014,0,154062,0
Pancreas,21100,Alabama,1,Female,F,10-14 years,14-Oct,2015,2015,0,151758,0
Pancreas,21100,Alabama,1,Female,F,10-14 years,14-Oct,2016,2016,0,150267,0
Pancreas,21100,Alabama,1,Female,F,10-14 years,14-Oct,2017,2017,0,150844,0
Pancreas,21100,Alabama,1,Female,F,10-14 years,14-Oct,2018,2018,0,152282,0
Pancreas,21100,Alabama,1,Female,F,10-14 years,14-Oct,2019,2019,0,152554,0
Pancreas,21100,Alabama,1,Female,F,15-19 years,15-19,2010,2010,0,166861,0
Pancreas,21100,Alabama,1,Female,F,15-19 years,15-19,2012,2012,0,158363,0
Pancreas,21100,Alabama,1,Female,F,15-19 years,15-19,2013,2013,0,157686,0
Pancreas,21100,Alabama,1,Female,F,15-19 years,15-19,2014,2014,0,156561,0
Pancreas,21100,Alabama,1,Female,F,15-19 years,15-19,2017,2017,0,156949,0
Pancreas,21100,Alabama,1,Female,F,20-24 years,20-24,2010,2010,0,169153,0
Pancreas,21100,Alabama,1,Female,F,20-24 years,20-24,2011,2011,0,173846,0
Pancreas,21100,Alabama,1,Female,F,20-24 years,20-24,2013,2013,0,178018,0
Pancreas,21100,Alabama,1,Female,F,20-24 years,20-24,2014,2014,0,176284,0
Pancreas,21100,Alabama,1,Female,F,20-24 years,20-24,2015,2015,0,171932,0
Pancreas,21100,Alabama,1,Female,F,20-24 years,20-24,2017,2017,0,163377,0
Pancreas,21100,Alabama,1,Female,F,25-29 years,25-29,2011,2011,0,157257,0
Pancreas,21100,Alabama,1,Female,F,25-29 years,25-29,2013,2013,0,158114,0
Pancreas,21100,Alabama,1,Female,F,25-29 years,25-29,2015,2015,0,163914,0
Pancreas,21100,Alabama,1,Female,F,25-29 years,25-29,2016,2016,0,168044,0
Pancreas,21100,Alabama,1,Female,F,25-29 years,25-29,2017,2017,0,170917,0
Pancreas,21100,Alabama,1,Female,F,25-29 years,25-29,2018,2018,0,170956,0
Pancreas,21100,Alabama,1,Female,F,30-34 years,30-34,2011,2011,0,154796,0
Pancreas,21100,Alabama,1,Female,F,35-39 years,35-39,2010,2010,0,156471,0
Pancreas,21100,Alabama,1,Female,F,40-44 years,40-44,2018,2018,0,148950,0
Pancreas,21100,Alabama,1,Female,F,45-49 years,45-49,2011,2011,17,172560,9.9
Pancreas,21100,Alabama,1,Female,F,45-49 years,45-49,2018,2018,18,161114,11.2
Pancreas,21100,Alabama,1,Female,F,50-54 years,50-54,2010,2010,16,179022,8.9
Pancreas,21100,Alabama,1,Female,F,50-54 years,50-54,2011,2011,23,179944,12.8
Pancreas,21100,Alabama,1,Female,F,50-54 years,50-54,2013,2013,17,178147,9.5
Pancreas,21100,Alabama,1,Female,F,50-54 years,50-54,2014,2014,19,177475,10.7
Pancreas,21100,Alabama,1,Female,F,50-54 years,50-54,2015,2015,33,175109,18.8
Pancreas,21100,Alabama,1,Female,F,50-54 years,50-54,2016,2016,22,171036,12.9
Pancreas,21100,Alabama,1,Female,F,50-54 years,50-54,2017,2017,21,166259,12.6
Pancreas,21100,Alabama,1,Female,F,55-59 years,55-59,2010,2010,30,163353,18.4
Pancreas,21100,Alabama,1,Female,F,55-59 years,55-59,2011,2011,35,166747,21
Pancreas,21100,Alabama,1,Female,F,55-59 years,55-59,2012,2012,22,170441,12.9
Pancreas,21100,Alabama,1,Female,F,55-59 years,55-59,2013,2013,35,173184,20.2
Pancreas,21100,Alabama,1,Female,F,55-59 years,55-59,2014,2014,40,174207,23
Pancreas,21100,Alabama,1,Female,F,55-59 years,55-59,2015,2015,38,175404,21.7
Pancreas,21100,Alabama,1,Female,F,55-59 years,55-59,2016,2016,33,176161,18.7
Pancreas,21100,Alabama,1,Female,F,55-59 years,55-59,2017,2017,32,175816,18.2
Pancreas,21100,Alabama,1,Female,F,55-59 years,55-59,2018,2018,35,175201,20
Pancreas,21100,Alabama,1,Female,F,55-59 years,55-59,2019,2019,41,174973,23.4
Pancreas,21100,Alabama,1,Female,F,60-64 years ,60-64,2010,2010,38,145607,26.1
Pancreas,21100,Alabama,1,Female,F,60-64 years ,60-64,2011,2011,43,151807,28.3
Pancreas,21100,Alabama,1,Female,F,60-64 years ,60-64,2012,2012,31,151061,20.5
Pancreas,21100,Alabama,1,Female,F,60-64 years ,60-64,2013,2013,51,152285,33.5
Pancreas,21100,Alabama,1,Female,F,60-64 years ,60-64,2014,2014,50,154850,32.3
Pancreas,21100,Alabama,1,Female,F,60-64 years ,60-64,2015,2015,47,158292,29.7
Pancreas,21100,Alabama,1,Female,F,60-64 years ,60-64,2016,2016,41,161810,25.3
Pancreas,21100,Alabama,1,Female,F,60-64 years ,60-64,2017,2017,36,165500,21.8
Pancreas,21100,Alabama,1,Female,F,60-64 years ,60-64,2018,2018,49,168342,29.1
Pancreas,21100,Alabama,1,Female,F,60-64 years ,60-64,2019,2019,44,169849,25.9
Pancreas,21100,Alabama,1,Female,F,65-69 years,65-69,2010,2010,43,112371,38.3
Pancreas,21100,Alabama,1,Female,F,65-69 years,65-69,2011,2011,49,114578,42.8
Pancreas,21100,Alabama,1,Female,F,65-69 years,65-69,2012,2012,54,123196,43.8
Pancreas,21100,Alabama,1,Female,F,65-69 years,65-69,2013,2013,40,127681,31.3
Pancreas,21100,Alabama,1,Female,F,65-69 years,65-69,2014,2014,49,133240,36.8
Pancreas,21100,Alabama,1,Female,F,65-69 years,65-69,2015,2015,51,138730,36.8
Pancreas,21100,Alabama,1,Female,F,65-69 years,65-69,2016,2016,52,144624,36
Pancreas,21100,Alabama,1,Female,F,65-69 years,65-69,2017,2017,50,143821,34.8
Pancreas,21100,Alabama,1,Female,F,65-69 years,65-69,2018,2018,81,145302,55.7
Pancreas,21100,Alabama,1,Female,F,65-69 years,65-69,2019,2019,69,148314,46.5
Pancreas,21100,Alabama,1,Female,F,70-74 years,70-74,2010,2010,61,89014,68.5
Pancreas,21100,Alabama,1,Female,F,70-74 years,70-74,2011,2011,45,90500,49.7
Pancreas,21100,Alabama,1,Female,F,70-74 years,70-74,2012,2012,51,93091,54.8
Pancreas,21100,Alabama,1,Female,F,70-74 years,70-74,2013,2013,56,97348,57.5
Pancreas,21100,Alabama,1,Female,F,70-74 years,70-74,2014,2014,62,100517,61.7
Pancreas,21100,Alabama,1,Female,F,70-74 years,70-74,2015,2015,42,103051,40.8
Pancreas,21100,Alabama,1,Female,F,70-74 years,70-74,2016,2016,55,105201,52.3
Pancreas,21100,Alabama,1,Female,F,70-74 years,70-74,2017,2017,51,113574,44.9
Pancreas,21100,Alabama,1,Female,F,70-74 years,70-74,2018,2018,59,117686,50.1
Pancreas,21100,Alabama,1,Female,F,70-74 years,70-74,2019,2019,74,123192,60.1
Pancreas,21100,Alabama,1,Female,F,75-79 years,75-79,2010,2010,48,70962,67.6
Pancreas,21100,Alabama,1,Female,F,75-79 years,75-79,2011,2011,47,71498,65.7
Pancreas,21100,Alabama,1,Female,F,75-79 years,75-79,2012,2012,57,72250,78.9
Pancreas,21100,Alabama,1,Female,F,75-79 years,75-79,2013,2013,50,74090,67.5
Pancreas,21100,Alabama,1,Female,F,75-79 years,75-79,2014,2014,47,75910,61.9
Pancreas,21100,Alabama,1,Female,F,75-79 years,75-79,2015,2015,53,77160,68.7
Pancreas,21100,Alabama,1,Female,F,75-79 years,75-79,2016,2016,42,78601,53.4
Pancreas,21100,Alabama,1,Female,F,75-79 years,75-79,2017,2017,49,80929,60.5
Pancreas,21100,Alabama,1,Female,F,75-79 years,75-79,2018,2018,62,84846,73.1
Pancreas,21100,Alabama,1,Female,F,75-79 years,75-79,2019,2019,36,87695,41.1
Pancreas,21100,Alabama,1,Female,F,80-84 years,80-84,2010,2010,38,55278,68.7
Pancreas,21100,Alabama,1,Female,F,80-84 years,80-84,2011,2011,47,55516,84.7
Pancreas,21100,Alabama,1,Female,F,80-84 years,80-84,2012,2012,35,55263,63.3
Pancreas,21100,Alabama,1,Female,F,80-84 years,80-84,2013,2013,38,54738,69.4
Pancreas,21100,Alabama,1,Female,F,80-84 years,80-84,2014,2014,36,54774,65.7
Pancreas,21100,Alabama,1,Female,F,80-84 years,80-84,2015,2015,41,55209,74.3
Pancreas,21100,Alabama,1,Female,F,80-84 years,80-84,2016,2016,48,55975,85.8
Pancreas,21100,Alabama,1,Female,F,80-84 years,80-84,2017,2017,43,56554,76
Pancreas,21100,Alabama,1,Female,F,80-84 years,80-84,2018,2018,52,58233,89.3
Pancreas,21100,Alabama,1,Female,F,80-84 years,80-84,2019,2019,45,59865,75.2
Pancreas,21100,Alabama,1,Female,F,85+ years,85+,2010,2010,49,53134,92.2
Pancreas,21100,Alabama,1,Female,F,85+ years,85+,2011,2011,48,53840,89.2
Pancreas,21100,Alabama,1,Female,F,85+ years,85+,2012,2012,60,54961,109.2
Pancreas,21100,Alabama,1,Female,F,85+ years,85+,2013,2013,42,55774,75.3
Pancreas,21100,Alabama,1,Female,F,85+ years,85+,2014,2014,45,56870,79.1
Pancreas,21100,Alabama,1,Female,F,85+ years,85+,2015,2015,51,57734,88.3
Pancreas,21100,Alabama,1,Female,F,85+ years,85+,2016,2016,57,58782,97
Pancreas,21100,Alabama,1,Female,F,85+ years,85+,2017,2017,47,59483,79
Pancreas,21100,Alabama,1,Female,F,85+ years,85+,2018,2018,51,60008,85
Pancreas,21100,Alabama,1,Female,F,85+ years,85+,2019,2019,53,60637,87.4
Pancreas,21100,Alabama,1,Male,M,< 1 year,1,2010,2010,0,30140,0
Pancreas,21100,Alabama,1,Male,M,< 1 year,1,2011,2011,0,30445,0
Pancreas,21100,Alabama,1,Male,M,< 1 year,1,2012,2012,0,29734,0
Pancreas,21100,Alabama,1,Male,M,< 1 year,1,2013,2013,0,29194,0
Pancreas,21100,Alabama,1,Male,M,< 1 year,1,2014,2014,0,29725,0
Pancreas,21100,Alabama,1,Male,M,< 1 year,1,2015,2015,0,30026,0
Pancreas,21100,Alabama,1,Male,M,< 1 year,1,2017,2017,0,29733,0
Pancreas,21100,Alabama,1,Male,M,< 1 year,1,2018,2018,0,29842,0
Pancreas,21100,Alabama,1,Male,M,< 1 year,1,2019,2019,0,29079,0
Pancreas,21100,Alabama,1,Male,M,1-4 years,4-Jan,2010,2010,0,124859,0
Pancreas,21100,Alabama,1,Male,M,1-4 years,4-Jan,2011,2011,0,124158,0
Pancreas,21100,Alabama,1,Male,M,1-4 years,4-Jan,2012,2012,0,122937,0
Pancreas,21100,Alabama,1,Male,M,1-4 years,4-Jan,2013,2013,0,121010,0
Pancreas,21100,Alabama,1,Male,M,1-4 years,4-Jan,2014,2014,0,119966,0
Pancreas,21100,Alabama,1,Male,M,1-4 years,4-Jan,2015,2015,0,119824,0
Pancreas,21100,Alabama,1,Male,M,1-4 years,4-Jan,2016,2016,0,119679,0
Pancreas,21100,Alabama,1,Male,M,1-4 years,4-Jan,2017,2017,0,120201,0
Pancreas,21100,Alabama,1,Male,M,1-4 years,4-Jan,2018,2018,0,120838,0
Pancreas,21100,Alabama,1,Male,M,1-4 years,4-Jan,2019,2019,0,121011,0
Pancreas,21100,Alabama,1,Male,M,5-9 years,9-May,2010,2010,0,156780,0
Pancreas,21100,Alabama,1,Male,M,5-9 years,9-May,2011,2011,0,155290,0
Pancreas,21100,Alabama,1,Male,M,5-9 years,9-May,2012,2012,0,155996,0
Pancreas,21100,Alabama,1,Male,M,5-9 years,9-May,2013,2013,0,156583,0
Pancreas,21100,Alabama,1,Male,M,5-9 years,9-May,2014,2014,0,156146,0
Pancreas,21100,Alabama,1,Male,M,5-9 years,9-May,2015,2015,0,155452,0
Pancreas,21100,Alabama,1,Male,M,5-9 years,9-May,2016,2016,0,155074,0
Pancreas,21100,Alabama,1,Male,M,5-9 years,9-May,2017,2017,0,153598,0
Pancreas,21100,Alabama,1,Male,M,5-9 years,9-May,2018,2018,0,152126,0
Pancreas,21100,Alabama,1,Male,M,5-9 years,9-May,2019,2019,0,152066,0
Pancreas,21100,Alabama,1,Male,M,10-14 years,14-Oct,2010,2010,0,163611,0
Pancreas,21100,Alabama,1,Male,M,10-14 years,14-Oct,2011,2011,0,164236,0
Pancreas,21100,Alabama,1,Male,M,10-14 years,14-Oct,2012,2012,0,163036,0
Pancreas,21100,Alabama,1,Male,M,10-14 years,14-Oct,2013,2013,0,161457,0
Pancreas,21100,Alabama,1,Male,M,10-14 years,14-Oct,2014,2014,0,159874,0
Pancreas,21100,Alabama,1,Male,M,10-14 years,14-Oct,2015,2015,0,157837,0
Pancreas,21100,Alabama,1,Male,M,10-14 years,14-Oct,2016,2016,0,156380,0
Pancreas,21100,Alabama,1,Male,M,10-14 years,14-Oct,2017,2017,0,157308,0
Pancreas,21100,Alabama,1,Male,M,10-14 years,14-Oct,2018,2018,0,158163,0
Pancreas,21100,Alabama,1,Male,M,10-14 years,14-Oct,2019,2019,0,158141,0
Pancreas,21100,Alabama,1,Male,M,15-19 years,15-19,2010,2010,0,173963,0
Pancreas,21100,Alabama,1,Male,M,15-19 years,15-19,2011,2011,0,168659,0
Pancreas,21100,Alabama,1,Male,M,15-19 years,15-19,2012,2012,0,165513,0
Pancreas,21100,Alabama,1,Male,M,15-19 years,15-19,2013,2013,0,163428,0
Pancreas,21100,Alabama,1,Male,M,15-19 years,15-19,2014,2014,0,161894,0
Pancreas,21100,Alabama,1,Male,M,15-19 years,15-19,2015,2015,0,162441,0
Pancreas,21100,Alabama,1,Male,M,15-19 years,15-19,2016,2016,0,162975,0
Pancreas,21100,Alabama,1,Male,M,15-19 years,15-19,2017,2017,0,161586,0
Pancreas,21100,Alabama,1,Male,M,15-19 years,15-19,2019,2019,0,159089,0
Pancreas,21100,Alabama,1,Male,M,20-24 years,20-24,2011,2011,0,172839,0
Pancreas,21100,Alabama,1,Male,M,20-24 years,20-24,2012,2012,0,176511,0
Pancreas,21100,Alabama,1,Male,M,20-24 years,20-24,2013,2013,0,179254,0
Pancreas,21100,Alabama,1,Male,M,20-24 years,20-24,2014,2014,0,178393,0
Pancreas,21100,Alabama,1,Male,M,20-24 years,20-24,2015,2015,0,174482,0
Pancreas,21100,Alabama,1,Male,M,20-24 years,20-24,2016,2016,0,169802,0
Pancreas,21100,Alabama,1,Male,M,20-24 years,20-24,2017,2017,0,165919,0
Pancreas,21100,Alabama,1,Male,M,20-24 years,20-24,2018,2018,0,163300,0
Pancreas,21100,Alabama,1,Male,M,20-24 years,20-24,2019,2019,0,161436,0
Pancreas,21100,Alabama,1,Male,M,25-29 years,25-29,2010,2010,0,153693,0
Pancreas,21100,Alabama,1,Male,M,25-29 years,25-29,2011,2011,0,152875,0
Pancreas,21100,Alabama,1,Male,M,25-29 years,25-29,2012,2012,0,152680,0
Pancreas,21100,Alabama,1,Male,M,25-29 years,25-29,2013,2013,0,153777,0
Pancreas,21100,Alabama,1,Male,M,25-29 years,25-29,2014,2014,0,156602,0
Pancreas,21100,Alabama,1,Male,M,25-29 years,25-29,2015,2015,0,160684,0
Pancreas,21100,Alabama,1,Male,M,25-29 years,25-29,2016,2016,0,165162,0
Pancreas,21100,Alabama,1,Male,M,25-29 years,25-29,2017,2017,0,167987,0
Pancreas,21100,Alabama,1,Male,M,25-29 years,25-29,2018,2018,0,169649,0
Pancreas,21100,Alabama,1,Male,M,25-29 years,25-29,2019,2019,0,168833,0
Pancreas,21100,Alabama,1,Male,M,30-34 years,30-34,2010,2010,0,147257,0
Pancreas,21100,Alabama,1,Male,M,30-34 years,30-34,2011,2011,0,149512,0
Pancreas,21100,Alabama,1,Male,M,35-39 years,35-39,2015,2015,0,143982,0
Pancreas,21100,Alabama,1,Male,M,45-49 years,45-49,2012,2012,17,160161,10.6
Pancreas,21100,Alabama,1,Male,M,45-49 years,45-49,2015,2015,19,150944,12.6
Pancreas,21100,Alabama,1,Male,M,45-49 years,45-49,2019,2019,24,149534,16
Pancreas,21100,Alabama,1,Male,M,50-54 years,50-54,2010,2010,22,168893,13
Pancreas,21100,Alabama,1,Male,M,50-54 years,50-54,2011,2011,27,169112,16
Pancreas,21100,Alabama,1,Male,M,50-54 years,50-54,2012,2012,22,168210,13.1
Pancreas,21100,Alabama,1,Male,M,50-54 years,50-54,2013,2013,20,167742,11.9
Pancreas,21100,Alabama,1,Male,M,50-54 years,50-54,2014,2014,28,167247,16.7
Pancreas,21100,Alabama,1,Male,M,50-54 years,50-54,2015,2015,28,164975,17
Pancreas,21100,Alabama,1,Male,M,50-54 years,50-54,2016,2016,40,161099,24.8
Pancreas,21100,Alabama,1,Male,M,50-54 years,50-54,2017,2017,21,156674,13.4
Pancreas,21100,Alabama,1,Male,M,50-54 years,50-54,2018,2018,25,152543,16.4
Pancreas,21100,Alabama,1,Male,M,50-54 years,50-54,2019,2019,24,149277,16.1
Pancreas,21100,Alabama,1,Male,M,55-59 years,55-59,2010,2010,49,150693,32.5
Pancreas,21100,Alabama,1,Male,M,55-59 years,55-59,2011,2011,56,153782,36.4
Pancreas,21100,Alabama,1,Male,M,55-59 years,55-59,2012,2012,54,157264,34.3
Pancreas,21100,Alabama,1,Male,M,55-59 years,55-59,2013,2013,55,159603,34.5
Pancreas,21100,Alabama,1,Male,M,55-59 years,55-59,2014,2014,45,160737,28
Pancreas,21100,Alabama,1,Male,M,55-59 years,55-59,2015,2015,39,162110,24.1
Pancreas,21100,Alabama,1,Male,M,55-59 years,55-59,2016,2016,51,162437,31.4
Pancreas,21100,Alabama,1,Male,M,55-59 years,55-59,2017,2017,53,161680,32.8
Pancreas,21100,Alabama,1,Male,M,55-59 years,55-59,2018,2018,43,161486,26.6
Pancreas,21100,Alabama,1,Male,M,55-59 years,55-59,2019,2019,35,161482,21.7
Pancreas,21100,Alabama,1,Male,M,60-64 years ,60-64,2010,2010,61,132695,46
Pancreas,21100,Alabama,1,Male,M,60-64 years ,60-64,2011,2011,55,137938,39.9
Pancreas,21100,Alabama,1,Male,M,60-64 years ,60-64,2012,2012,56,136584,41
Pancreas,21100,Alabama,1,Male,M,60-64 years ,60-64,2013,2013,71,137135,51.8
Pancreas,21100,Alabama,1,Male,M,60-64 years ,60-64,2014,2014,52,139079,37.4
Pancreas,21100,Alabama,1,Male,M,60-64 years ,60-64,2015,2015,65,141760,45.9
Pancreas,21100,Alabama,1,Male,M,60-64 years ,60-64,2016,2016,62,144649,42.9
Pancreas,21100,Alabama,1,Male,M,60-64 years ,60-64,2017,2017,67,147927,45.3
Pancreas,21100,Alabama,1,Male,M,60-64 years ,60-64,2018,2018,70,150034,46.7
Pancreas,21100,Alabama,1,Male,M,60-64 years ,60-64,2019,2019,78,151504,51.5
Pancreas,21100,Alabama,1,Male,M,65-69 years,65-69,2010,2010,46,98338,46.8
Pancreas,21100,Alabama,1,Male,M,65-69 years,65-69,2011,2011,57,100174,56.9
Pancreas,21100,Alabama,1,Male,M,65-69 years,65-69,2012,2012,55,108242,50.8
Pancreas,21100,Alabama,1,Male,M,65-69 years,65-69,2013,2013,62,112335,55.2
Pancreas,21100,Alabama,1,Male,M,65-69 years,65-69,2014,2014,80,116940,68.4
Pancreas,21100,Alabama,1,Male,M,65-69 years,65-69,2015,2015,60,121651,49.3
Pancreas,21100,Alabama,1,Male,M,65-69 years,65-69,2016,2016,75,126693,59.2
Pancreas,21100,Alabama,1,Male,M,65-69 years,65-69,2017,2017,68,125119,54.3
Pancreas,21100,Alabama,1,Male,M,65-69 years,65-69,2018,2018,83,125640,66.1
Pancreas,21100,Alabama,1,Male,M,65-69 years,65-69,2019,2019,64,127679,50.1
Pancreas,21100,Alabama,1,Male,M,70-74 years,70-74,2010,2010,57,72545,78.6
Pancreas,21100,Alabama,1,Male,M,70-74 years,70-74,2011,2011,58,74088,78.3
Pancreas,21100,Alabama,1,Male,M,70-74 years,70-74,2012,2012,58,76718,75.6
Pancreas,21100,Alabama,1,Male,M,70-74 years,70-74,2013,2013,48,80679,59.5
Pancreas,21100,Alabama,1,Male,M,70-74 years,70-74,2014,2014,58,83520,69.4
Pancreas,21100,Alabama,1,Male,M,70-74 years,70-74,2015,2015,59,85706,68.8
Pancreas,21100,Alabama,1,Male,M,70-74 years,70-74,2016,2016,63,87545,72
Pancreas,21100,Alabama,1,Male,M,70-74 years,70-74,2017,2017,49,94974,51.6
Pancreas,21100,Alabama,1,Male,M,70-74 years,70-74,2018,2018,80,98933,80.9
Pancreas,21100,Alabama,1,Male,M,70-74 years,70-74,2019,2019,84,103250,81.4
Pancreas,21100,Alabama,1,Male,M,75-79 years,75-79,2010,2010,34,52170,65.2
Pancreas,21100,Alabama,1,Male,M,75-79 years,75-79,2011,2011,60,53320,112.5
Pancreas,21100,Alabama,1,Male,M,75-79 years,75-79,2012,2012,46,54228,84.8
Pancreas,21100,Alabama,1,Male,M,75-79 years,75-79,2013,2013,53,55711,95.1
Pancreas,21100,Alabama,1,Male,M,75-79 years,75-79,2014,2014,51,57281,89
Pancreas,21100,Alabama,1,Male,M,75-79 years,75-79,2015,2015,47,58428,80.4
Pancreas,21100,Alabama,1,Male,M,75-79 years,75-79,2016,2016,73,60011,121.6
Pancreas,21100,Alabama,1,Male,M,75-79 years,75-79,2017,2017,55,62329,88.2
Pancreas,21100,Alabama,1,Male,M,75-79 years,75-79,2018,2018,60,65692,91.3
Pancreas,21100,Alabama,1,Male,M,75-79 years,75-79,2019,2019,67,68256,98.2
Pancreas,21100,Alabama,1,Male,M,80-84 years,80-84,2010,2010,26,33920,76.7
Pancreas,21100,Alabama,1,Male,M,80-84 years,80-84,2011,2011,33,34519,95.6
Pancreas,21100,Alabama,1,Male,M,80-84 years,80-84,2012,2012,32,35082,91.2
Pancreas,21100,Alabama,1,Male,M,80-84 years,80-84,2013,2013,32,35582,89.9
Pancreas,21100,Alabama,1,Male,M,80-84 years,80-84,2014,2014,27,36239,74.5
Pancreas,21100,Alabama,1,Male,M,80-84 years,80-84,2015,2015,43,36944,116.4
Pancreas,21100,Alabama,1,Male,M,80-84 years,80-84,2016,2016,29,37953,76.4
Pancreas,21100,Alabama,1,Male,M,80-84 years,80-84,2017,2017,40,38661,103.5
Pancreas,21100,Alabama,1,Male,M,80-84 years,80-84,2018,2018,46,39988,115
Pancreas,21100,Alabama,1,Male,M,80-84 years,80-84,2019,2019,39,41242,94.6
Pancreas,21100,Alabama,1,Male,M,85+ years,85+,2010,2010,19,23110,82.2
Pancreas,21100,Alabama,1,Male,M,85+ years,85+,2011,2011,27,24015,112.4
Pancreas,21100,Alabama,1,Male,M,85+ years,85+,2012,2012,19,25054,75.8
Pancreas,21100,Alabama,1,Male,M,85+ years,85+,2013,2013,21,25781,81.5
Pancreas,21100,Alabama,1,Male,M,85+ years,85+,2014,2014,23,26701,86.1
Pancreas,21100,Alabama,1,Male,M,85+ years,85+,2015,2015,27,27688,97.5
Pancreas,21100,Alabama,1,Male,M,85+ years,85+,2016,2016,36,28620,125.8
Pancreas,21100,Alabama,1,Male,M,85+ years,85+,2017,2017,18,29822,60.4
Pancreas,21100,Alabama,1,Male,M,85+ years,85+,2018,2018,28,30652,91.3
Pancreas,21100,Alabama,1,Male,M,85+ years,85+,2019,2019,30,31390,95.6
Pancreas,21100,Alaska,2,Female,F,< 1 year,1,2010,2010,0,5398,0
Pancreas,21100,Alaska,2,Female,F,< 1 year,1,2011,2011,0,5636,0
Pancreas,21100,Alaska,2,Female,F,< 1 year,1,2012,2012,0,5495,0
Pancreas,21100,Alaska,2,Female,F,< 1 year,1,2013,2013,0,5487,0
Pancreas,21100,Alaska,2,Female,F,< 1 year,1,2014,2014,0,5568,0
Pancreas,21100,Alaska,2,Female,F,< 1 year,1,2015,2015,0,5548,0
Pancreas,21100,Alaska,2,Female,F,< 1 year,1,2016,2016,0,5443,0
Pancreas,21100,Alaska,2,Female,F,< 1 year,1,2017,2017,0,5259,0
Pancreas,21100,Alaska,2,Female,F,< 1 year,1,2018,2018,0,5010,0
Pancreas,21100,Alaska,2,Female,F,< 1 year,1,2019,2019,0,4782,0
Pancreas,21100,Alaska,2,Female,F,1-4 years,4-Jan,2010,2010,0,20987,0
Pancreas,21100,Alaska,2,Female,F,1-4 years,4-Jan,2011,2011,0,21206,0
Pancreas,21100,Alaska,2,Female,F,1-4 years,4-Jan,2012,2012,0,21260,0
Pancreas,21100,Alaska,2,Female,F,1-4 years,4-Jan,2013,2013,0,21436,0
Pancreas,21100,Alaska,2,Female,F,1-4 years,4-Jan,2014,2014,0,21440,0
Pancreas,21100,Alaska,2,Female,F,1-4 years,4-Jan,2015,2015,0,21421,0
Pancreas,21100,Alaska,2,Female,F,1-4 years,4-Jan,2016,2016,0,21484,0
Pancreas,21100,Alaska,2,Female,F,1-4 years,4-Jan,2017,2017,0,21257,0
Pancreas,21100,Alaska,2,Female,F,1-4 years,4-Jan,2018,2018,0,20782,0
